Date,USGG2YR Index,USGG10YR Index,USGG30YR Index,VIX Index,MOVE Index,AAIIBULL Index,AAIIBEAR Index,SPX Index - 14Day RSI,SPX Index - 30Day RSI,.TED G Index,.BAA10YB Index,BFCIUS Index,L98TRUU Index,SPX Index - Last Measure,VIX Open,VIX High,VIX Low,VIX Close,VIX Adj Close
1998-10-21,4.055,4.571,5.071,33.21,145.0,25.0,41.0,61.76,53.79,121.013,169.9,-1.988,510.59,,33.27,34.549999,32.990002000000004,33.209998999999996,33.209998999999996
1998-10-22,4.139,4.615,5.1370000000000005,31.53,138.0,32.0,33.0,63.52,54.75,123.738,165.5,-1.915,511.22,,33.900002,34.169998,31.32,31.530001000000002,31.530001000000002
1998-10-23,4.179,4.703,5.178,32.27,135.0,32.0,33.0,60.78,53.7,123.322,156.7,-1.897,512.2,,31.9,32.700001,31.690001000000002,32.27,32.27
1998-10-26,4.187,4.671,5.107,32.38,132.0,32.0,33.0,61.16,53.89,112.922,159.9,-1.7309999999999999,513.06,,33.25,33.259997999999996,31.379998999999998,32.380001,32.380001
1998-10-27,4.093,4.604,5.089,32.95,135.26,32.0,33.0,58.56,52.93,106.703,166.6,-1.696,513.7,,31.200001,33.27,30.74,32.950001,32.950001
1998-10-28,4.067,4.557,5.12,32.42,136.13,32.0,33.0,59.29,53.27,96.169,171.3,-1.545,513.78,,33.77,33.77,31.969998999999998,32.419998,32.419998
1998-10-29,3.996,4.499,5.078,29.5,123.14,43.0,21.0,63.77,55.43,91.038,177.1,-1.327,515.14,,32.09,32.259997999999996,29.389999,29.5,29.5
1998-10-30,4.12,4.605,5.157,28.05,121.06,43.0,21.0,66.6,56.91,90.153,210.5,-1.2730000000000001,514.53,,28.280001000000002,28.709999,27.540001,28.049999,28.049999
1998-11-02,4.277,4.764,5.244,27.26,125.43,43.0,21.0,69.22,58.36,86.531,194.6,-1.065,514.51,,28.309998999999998,28.719998999999998,27.200001,27.26,27.26
1998-11-03,4.236,4.736,5.215,27.76,125.53,43.0,21.0,68.88,58.24,82.556,197.4,-1.052,514.92,,26.6,28.190001000000002,26.6,27.76,27.76
1998-11-04,4.444,4.885,5.325,27.37,132.84,43.0,21.0,70.5,59.12,76.601,182.5,-0.841,516.19,,26.98,27.940001000000002,26.5,27.370001000000002,27.370001000000002
1998-11-05,4.487,4.848,5.355,26.01,130.05,38.0,20.0,73.39,60.8,81.888,186.2,-0.921,516.46,,27.52,28.309998999999998,26.0,26.01,26.01
1998-11-06,4.589,4.9399999999999995,5.3870000000000005,25.7,135.66,38.0,20.0,74.65,61.56,74.475,177.0,-0.716,516.53,,25.91,26.469998999999998,25.6,25.700001,25.700001
1998-11-09,4.556,4.86,5.289,28.09,138.61,38.0,20.0,69.31,59.74,78.107,185.0,-0.9,519.14,,26.93,28.719998999999998,26.889999,28.09,28.09
1998-11-10,4.499,4.826,5.289,28.17,139.23,38.0,20.0,68.36,59.41,84.372,188.4,-1.042,519.86,,28.200001,28.59,27.309998999999998,28.17,28.17
1998-11-11,4.499,4.824,5.288,28.47,139.23,38.0,20.0,64.79,58.17,84.231,188.6,-1.066,519.86,,27.280001000000002,29.07,27.25,28.469998999999998,28.469998999999998
1998-11-12,4.467,4.78,5.249,29.28,135.68,50.0,14.0,63.18,57.61,93.934,193.0,-1.284,521.61,,28.629998999999998,29.66,27.93,29.280001000000002,29.280001000000002
1998-11-13,4.51,4.8100000000000005,5.25,29.03,130.29,50.0,14.0,65.44,58.62,93.934,190.0,-1.254,522.6,,29.49,29.6,28.93,29.030001000000002,29.030001000000002
1998-11-16,4.57,4.864,5.288,28.9,126.93,50.0,14.0,68.1,59.87,89.288,184.6,-1.113,525.6,,28.790001,29.58,28.780001000000002,28.9,28.9
1998-11-17,4.562,4.872,5.294,27.95,109.94,50.0,14.0,68.97,60.29,100.607,183.8,-1.238,526.1,,29.34,30.559998999999998,27.209999,27.950001,27.950001
1998-11-18,4.614,4.844,5.249,27.13,100.64,50.0,14.0,70.28,60.92,81.6,186.6,-0.917,526.73,,28.129998999999998,28.459999,27.129998999999998,27.129998999999998,27.129998999999998
1998-11-19,4.658,4.848,5.243,25.5,97.17,40.0,18.0,72.27,61.91,80.6,186.2,-0.792,528.03,,26.1,26.4,25.309998999999998,25.5,25.5
1998-11-20,4.643,4.814,5.218,22.47,92.17,40.0,18.0,74.72,63.21,79.8,189.6,-0.714,528.4,,24.01,24.01,22.43,22.469998999999998,22.469998999999998
1998-11-23,4.67,4.854,5.252,21.84,89.44,40.0,18.0,79.18,65.92,66.4,185.6,-0.414,528.97,,22.200001,22.23,21.24,21.84,21.84
1998-11-24,4.679,4.832,5.217,23.28,87.11,40.0,18.0,76.12,64.87,65.0,187.8,-0.441,530.9,,22.32,23.65,22.1,23.280001000000002,23.280001000000002
1998-11-25,4.646,4.832,5.187,22.15,87.3,40.0,18.0,76.84,65.29,69.2,187.8,-0.491,532.55,,23.48,23.68,22.08,22.15,22.15
1998-11-26,4.646,4.83,5.186,22.15,87.3,48.0,17.0,76.84,65.29,70.5,188.0,-0.519,532.55,,,,,,
1998-11-27,4.621,4.808,5.159,22.09,87.3,48.0,17.0,77.85,65.89,73.725,190.2,-0.563,534.58,,22.43,22.469998999999998,21.98,22.09,22.09
1998-11-30,4.505,4.714,5.063,26.01,87.22,48.0,17.0,62.45,60.25,79.966,185.6,-0.78,535.88,,22.790001,26.01,22.790001,26.01,26.01
1998-12-01,4.439,4.649,5.036,24.97,88.99,48.0,17.0,65.44,61.63,79.072,192.1,-0.752,536.48,,27.379998999999998,27.4,24.84,24.969998999999998,24.969998999999998
1998-12-02,4.364,4.59,5.023,25.43,97.21,48.0,17.0,63.55,60.87,80.031,198.0,-0.828,537.08,,25.629998999999998,26.52,25.280001000000002,25.43,25.43
1998-12-03,4.306,4.539,5.003,28.7,103.11,49.0,21.0,54.67,57.07,81.825,203.1,-1.059,537.03,,25.530001000000002,28.77,25.129998999999998,28.700001,28.700001
1998-12-04,4.454,4.627,5.04,25.31,96.25,49.0,21.0,61.9,60.3,74.544,194.3,-0.711,535.91,,26.280001000000002,26.76,25.08,25.309998999999998,25.309998999999998
1998-12-07,4.52,4.664,5.034,24.9,94.45,49.0,21.0,64.41,61.53,74.559,190.6,-0.656,535.96,,25.59,25.959999,24.82,24.9,24.9
1998-12-08,4.428,4.593,4.993,25.58,94.64,49.0,21.0,61.88,60.41,81.975,197.7,-0.835,536.46,,25.049999,26.25,24.639999,25.58,25.58
1998-12-09,4.42,4.568,4.982,25.66,102.75,49.0,21.0,62.41,60.66,82.825,200.2,-0.852,536.59,,25.780001000000002,26.48,25.49,25.66,25.66
1998-12-10,4.386,4.523,4.955,26.81,104.91,44.0,26.0,55.15,57.42,76.375,204.7,-0.802,536.54,,25.73,26.91,25.73,26.809998999999998,26.809998999999998
1998-12-11,4.452,4.615,5.024,27.72,107.65,44.0,26.0,55.58,57.6,71.663,195.5,-0.729,535.5,,27.93,28.83,27.290001,27.719998999999998,27.719998999999998
1998-12-14,4.401,4.572,4.99,31.31,108.05,44.0,26.0,46.99,53.43,72.684,199.8,-0.946,535.8,,29.860001,31.67,29.57,31.309998999999998,31.309998999999998
1998-12-15,4.46,4.621,5.025,29.42,110.96,44.0,26.0,53.6,56.24,73.338,194.9,-0.818,534.83,,31.379998999999998,31.379998999999998,29.42,29.42,29.42
1998-12-16,4.333,4.54,4.994,29.96,111.22,44.0,26.0,53.31,56.09,80.309,203.0,-1.008,534.81,,29.129998999999998,30.280001000000002,29.129998999999998,29.959999,29.959999
1998-12-17,4.425,4.577,5.012,27.96,112.77,41.0,25.0,58.31,58.33,75.694,199.3,-0.83,534.88,,29.42,29.42,27.940001000000002,27.959999,27.959999
1998-12-18,4.45,4.562,4.998,25.04,109.24,41.0,25.0,60.35,59.28,73.975,200.8,-0.689,534.39,,26.799999,26.959999,25.040001,25.040001,25.040001
1998-12-21,4.534,4.638,5.06,23.86,104.92,41.0,25.0,63.86,60.99,73.35,193.2,-0.557,534.45,,24.639999,24.639999,23.09,23.860001,23.860001
1998-12-22,4.577,4.7,5.138,22.78,106.17,41.0,25.0,64.03,61.07,75.4,187.0,-0.499,533.92,,24.049999,24.450001,22.75,22.780001000000002,22.780001000000002
1998-12-23,4.696,4.797,5.177,20.21,106.6,41.0,25.0,69.31,63.8,67.1,177.3,-0.182,533.54,,21.889999,22.059998999999998,20.08,20.209999,20.209999
1998-12-24,4.757,4.85,5.213,21.48,114.0,34.0,32.0,68.33,63.38,72.838,172.0,-0.302,533.42,,21.0,21.780001000000002,20.66,21.48,21.48
1998-12-25,4.765,4.848,5.216,21.48,114.0,34.0,32.0,68.33,63.38,72.938,172.2,-0.307,533.42,,,,,,
1998-12-28,4.697,4.753,5.152,23.5,116.39,34.0,32.0,67.97,63.23,76.038,181.7,-0.523,534.08,,22.92,23.969998999999998,22.91,23.5,23.5
1998-12-29,4.645,4.678,5.1,22.18,118.4,34.0,32.0,71.34,64.99,69.063,189.2,-0.346,534.36,,23.68,24.0,22.110001,22.18,22.18
1998-12-30,4.538,4.642,5.087,23.34,116.71,34.0,32.0,66.76,63.1,53.909,192.8,-0.258,534.84,,22.030001000000002,23.559998999999998,22.030001000000002,23.34,23.34
1998-12-31,4.529,4.648,5.095,24.42,121.13,41.0,22.0,65.52,62.59,61.363,195.2,-0.383,536.47,,23.74,24.76,23.67,24.42,24.42
1999-01-01,4.554,4.654,5.095,24.42,121.13,41.0,22.0,65.52,62.59,60.363,194.6,-0.364,536.47,,,,,,
1999-01-04,4.562,4.675,5.151,26.17,118.19,41.0,22.0,64.98,62.37,58.831,192.5,-0.398,536.88,,25.379998999999998,26.959999,24.74,26.17,26.17
1999-01-05,4.629,4.743,5.208,24.46,115.74,41.0,22.0,69.06,64.29,57.431,185.7,-0.253,537.14,,25.92,25.98,24.360001,24.459999,24.459999
1999-01-06,4.579,4.707,5.163,23.34,115.47,41.0,22.0,74.36,67.15,60.631,189.3,-0.229,537.63,,23.360001,23.379998999999998,22.68,23.34,23.34
1999-01-07,4.629,4.771,5.224,24.37,111.37,38.0,23.0,73.09,66.63,62.45,182.9,-0.267,537.99,,24.42,24.9,24.040001,24.370001000000002,24.370001000000002
1999-01-08,4.721,4.87,5.273,23.28,106.82,38.0,23.0,74.07,67.17,56.481,173.0,-0.06,538.79,,22.950001,24.08,22.809998999999998,23.280001000000002,23.280001000000002
1999-01-11,4.772,4.925,5.306,25.46,109.38,38.0,23.0,68.43,64.88,54.116,167.5,-0.084,539.12,,21.41,25.809998999999998,21.379998999999998,25.459999,25.459999
1999-01-12,4.654,4.816,5.22,28.1,107.35,38.0,23.0,58.06,60.27,58.431,178.4,-0.368,539.6,,25.59,28.32,25.549999,28.1,28.1
1999-01-13,4.553,4.705,5.132,30.11,112.72,38.0,23.0,56.14,59.35,60.716,189.5,-0.584,539.36,,32.619999,32.849998,28.780001000000002,30.110001,30.110001
1999-01-14,4.443,4.61,5.057,32.98,114.69,51.0,21.0,48.62,55.56,58.2,199.0,-0.764,539.48,,30.459999,33.66,30.200001,32.98,32.98
1999-01-15,4.5600000000000005,4.6850000000000005,5.107,29.24,112.85,51.0,21.0,57.25,59.32,53.884,191.5,-0.461,539.3,,32.560001,32.560001,29.139999,29.24,29.24
1999-01-18,4.5600000000000005,4.673,5.115,29.24,112.85,51.0,21.0,57.25,59.32,54.219,192.7,-0.474,539.3,,,,,,
1999-01-19,4.628,4.713,5.149,29.24,109.62,51.0,21.0,59.32,60.3,59.2,188.7,-0.514,539.92,,28.860001,30.610001,28.799999,29.24,29.24
1999-01-20,4.6370000000000005,4.747,5.168,28.6,100.89,51.0,21.0,60.41,60.82,59.909,185.3,-0.478,539.96,,28.620001000000002,29.040001,27.620001000000002,28.6,28.6
1999-01-21,4.594,4.679,5.131,30.92,99.15,56.0,20.0,53.26,57.25,69.278,192.1,-0.758,540.54,,29.549999,31.370001000000002,29.23,30.92,30.92
1999-01-22,4.551,4.623,5.082,31.95,104.19,56.0,20.0,50.29,55.67,63.013,197.7,-0.735,540.58,,32.259997999999996,32.810001,31.1,31.950001,31.950001
1999-01-25,4.585,4.661,5.116,31.13,104.35,56.0,20.0,52.79,56.76,54.588,193.9,-0.523,541.35,,32.220001,32.709998999999996,31.129998999999998,31.129998999999998,31.129998999999998
1999-01-26,4.619,4.693,5.129,29.23,99.47,56.0,20.0,57.59,58.92,50.328,190.7,-0.33,541.44,,30.92,30.959999,29.23,29.23,29.23
1999-01-27,4.593,4.673,5.127,29.73,96.93,56.0,20.0,54.61,57.44,54.669,192.7,-0.449,542.62,,28.280001000000002,29.809998999999998,28.24,29.73,29.73
1999-01-28,4.558,4.659,5.107,28.11,92.08,47.0,20.0,60.02,59.97,48.469,194.1,-0.23,543.25,,29.25,29.51,28.01,28.110001,28.110001
1999-01-29,4.57,4.651,5.086,26.25,87.16,47.0,20.0,63.07,61.49,51.753,181.9,-0.196,544.43,,27.77,28.549999,25.9,26.25,26.25
1999-02-01,4.645,4.753,5.183,27.67,86.88,47.0,20.0,60.75,60.39,44.538,171.7,-0.085,544.05,,27.209999,27.74,26.76,27.67,27.67
1999-02-02,4.704,4.798,5.239,28.16,91.69,47.0,20.0,57.0,58.58,44.559,167.2,-0.104,543.82,,28.190001000000002,29.459999,28.110001,28.16,28.16
1999-02-03,4.704,4.826,5.254,27.88,95.7,47.0,20.0,59.47,59.72,49.844,164.4,-0.153,543.51,,28.59,29.030001000000002,27.620001000000002,27.879998999999998,27.879998999999998
1999-02-04,4.754,4.877,5.288,29.48,95.68,48.0,14.0,51.96,55.99,49.594,159.3,-0.227,543.48,,27.620001000000002,29.49,27.58,29.48,29.48
1999-02-05,4.797,4.941,5.349,29.67,94.82,48.0,14.0,49.38,54.63,48.85,152.9,-0.192,545.0,,29.690001000000002,30.540001,29.459999,29.67,29.67
1999-02-08,4.78,4.92,5.341,30.27,92.0,48.0,14.0,50.65,55.17,49.6,155.0,-0.225,545.53,,29.530001000000002,30.77,29.530001000000002,30.27,30.27
1999-02-09,4.747,4.881,5.302,31.36,91.62,48.0,14.0,43.25,51.17,49.3,158.9,-0.331,545.78,,29.959999,31.41,29.84,31.360001,31.360001
1999-02-10,4.789,4.93,5.366,30.45,89.55,48.0,14.0,45.55,52.13,53.5,154.0,-0.319,545.55,,31.59,31.75,30.450001,30.450001,30.450001
1999-02-11,4.8149999999999995,4.92,5.366,27.42,86.18,48.0,17.0,53.83,55.84,49.4,155.0,-0.121,545.76,,30.030001000000002,30.16,27.42,27.42,27.42
1999-02-12,4.91,5.053,5.422,29.76,92.04,48.0,17.0,47.7,52.54,47.6,141.7,-0.123,545.14,,27.85,30.459999,27.85,29.76,29.76
1999-02-15,4.911,5.059,5.427,29.76,92.04,48.0,17.0,47.7,52.54,45.6,141.1,-0.088,545.14,,,,,,
1999-02-16,4.894,5.013,5.341,29.65,93.01,48.0,17.0,50.67,53.92,48.7,145.7,-0.16,545.53,,28.879998999999998,30.040001,28.73,29.65,29.65
1999-02-17,4.868,4.97,5.308,30.65,92.5,48.0,17.0,46.36,51.56,48.3,150.0,-0.249,545.48,,30.209999,30.950001,29.16,30.65,30.65
1999-02-18,4.929,5.053,5.378,30.45,88.94,37.0,24.0,49.78,53.14,46.3,141.7,-0.155,544.98,,30.99,31.139999,30.32,30.450001,30.450001
1999-02-19,4.948,5.074,5.3870000000000005,29.3,89.57,37.0,24.0,50.28,53.37,44.4,139.6,-0.068,544.84,,30.01,30.120001000000002,28.610001,29.299999,29.299999
1999-02-22,4.888,5.014,5.355,25.87,89.16,37.0,24.0,57.92,57.07,40.3,145.6,0.151,545.03,,28.83,28.83,25.780001000000002,25.870001000000002,25.870001000000002
1999-02-23,5.0,5.11,5.43,26.49,84.23,37.0,24.0,57.64,56.93,33.8,136.0,0.294,544.58,,25.92,26.9,25.92,26.49,26.49
1999-02-24,5.07,5.175,5.508,27.21,86.19,37.0,24.0,52.6,54.44,35.275,129.5,0.232,543.67,,25.700001,27.209999,25.219998999999998,27.209999,27.209999
1999-02-25,5.184,5.349,5.6530000000000005,28.01,105.45,37.0,24.0,50.37,53.3,39.0,112.1,0.24,540.32,,27.950001,29.709999,27.799999,28.01,28.01
1999-02-26,5.138,5.287,5.576,27.88,101.44,37.0,24.0,48.59,52.4,35.625,167.3,0.256,541.23,,28.41,29.0,27.629998999999998,27.879998999999998,27.879998999999998
1999-03-01,5.196,5.39,5.67,28.37,105.94,37.0,24.0,48.0,52.1,33.75,157.0,0.306,540.35,,29.34,29.870001000000002,28.139999,28.370001000000002,28.370001000000002
1999-03-02,5.129,5.32,5.614,29.22,104.7,37.0,24.0,45.1,50.65,39.191,164.0,0.116,540.04,,27.959999,29.280001000000002,27.49,29.219998999999998,29.219998999999998
1999-03-03,5.171,5.384,5.696,29.04,109.65,37.0,24.0,45.83,50.94,44.1,157.6,0.079,539.19,,28.85,29.9,28.82,29.040001,29.040001
1999-03-04,5.197,5.419,5.701,26.67,110.02,36.0,19.0,51.76,53.4,43.1,154.1,0.136,538.99,,27.809998999999998,27.809998999999998,26.42,26.67,26.67
1999-03-05,5.113,5.314,5.596,24.08,97.14,36.0,19.0,59.1,56.81,43.3,164.6,0.232,539.34,,24.780001000000002,25.440001000000002,24.08,24.08,24.08
1999-03-08,5.088,5.263,5.588,24.54,95.94,36.0,19.0,60.72,57.62,39.3,169.7,0.24,539.74,,24.870001000000002,25.209999,24.48,24.540001,24.540001
1999-03-09,5.004,5.172,5.531,25.02,95.72,36.0,19.0,59.7,57.18,48.1,178.8,0.067,540.85,,25.280001000000002,25.290001,24.25,25.02,25.02
1999-03-10,5.029,5.191,5.555,24.79,92.13,36.0,19.0,61.39,57.98,44.1,176.9,0.133,541.4,,24.860001,25.389999,24.610001,24.790001,24.790001
1999-03-11,5.037,5.2,5.563,24.37,87.25,37.0,21.0,63.9,59.21,41.1,176.0,0.228,541.87,,24.309998999999998,24.98,23.82,24.370001000000002,24.370001000000002
1999-03-12,4.986,5.147,5.526,24.84,85.28,37.0,21.0,62.65,58.71,41.3,181.3,0.169,541.94,,24.790001,25.360001,24.74,24.84,24.84
1999-03-15,4.986,5.147,5.521,25.24,82.21,37.0,21.0,65.62,60.15,42.4,181.3,0.155,541.71,,25.809998999999998,25.9,25.18,25.24,25.24
1999-03-16,4.961,5.107,5.476,25.15,83.05,37.0,21.0,65.23,60.0,47.2,185.3,0.056,541.9,,25.34,25.559998999999998,24.98,25.15,25.15
1999-03-17,4.986,5.122,5.507,25.57,84.15,37.0,21.0,61.42,58.52,49.4,183.8,-0.007,542.06,,24.93,26.49,24.9,25.57,25.57
1999-03-18,4.969,5.103,5.4879999999999995,24.13,81.36,48.0,21.0,66.09,60.71,51.5,185.7,0.038,542.36,,25.139999,25.24,24.030001000000002,24.129998999999998,24.129998999999998
1999-03-19,5.028,5.184,5.5600000000000005,24.32,81.15,48.0,21.0,59.01,57.8,50.6,177.6,0.066,543.97,,24.07,24.35,23.389999,24.32,24.32
1999-03-22,5.054,5.199,5.568,25.0,81.67,48.0,21.0,58.12,57.43,49.6,176.1,0.056,544.27,,25.299999,25.549999,24.799999,25.0,25.0
1999-03-23,4.977,5.156,5.541,27.27,82.57,48.0,21.0,46.6,52.07,52.4,180.4,-0.167,544.43,,25.969998999999998,27.74,25.84,27.27,27.27
1999-03-24,4.985,5.156,5.531,26.6,83.77,48.0,21.0,48.62,52.91,52.5,180.4,-0.124,544.66,,26.99,27.309998999999998,26.59,26.6,26.6
1999-03-25,5.021,5.214,5.585,24.33,83.1,38.0,29.0,54.77,55.59,50.5,174.6,0.059,545.87,,25.32,25.379998999999998,24.33,24.33,24.33
1999-03-26,4.979,5.199,5.589,24.04,90.1,38.0,29.0,52.5,54.51,50.6,176.1,0.044,545.3,,24.790001,24.809998999999998,23.83,24.040001,24.040001
1999-03-29,5.004,5.259,5.64,23.54,88.67,38.0,29.0,59.4,57.73,50.7,170.1,0.134,545.2,,23.870001000000002,23.959999,23.450001,23.540001,23.540001
1999-03-30,4.954,5.191,5.58,22.73,86.75,38.0,29.0,56.36,56.31,53.5,176.9,0.067,545.8,,24.34,24.34,22.709999,22.73,22.73
1999-03-31,4.987,5.242,5.625,23.26,85.17,38.0,29.0,51.99,54.21,52.5,159.8,0.078,546.39,,22.030001000000002,23.299999,22.0,23.26,23.26
1999-04-01,5.004,5.279,5.671,22.06,86.65,40.0,25.0,53.96,55.09,58.9,156.1,0.039,546.46,,22.870001000000002,22.870001000000002,22.059998999999998,22.059998999999998,22.059998999999998
1999-04-02,4.946,5.187,5.596,22.06,79.45,40.0,25.0,53.96,55.09,61.0,165.3,-0.048,546.46,,,,,,
1999-04-05,4.937,5.19,5.588,22.19,79.7,40.0,25.0,60.45,58.22,61.1,165.0,-0.022,547.5,,22.879998999999998,23.200001,22.18,22.190001000000002,22.190001000000002
1999-04-06,4.904,5.124,5.519,22.65,78.5,40.0,25.0,59.39,57.73,60.7,171.6,-0.066,548.56,,22.530001000000002,23.040001,22.120001000000002,22.65,22.65
